candidate,segment_type,segment_value,rows,acceptance_rate,pr_auc,roc_auc,brier,log_loss,precision_05,recall_05,f1_05,lift_top10,calibration_mae
generalizable_sin_oferta_id,canal,call out,24851,0.4625970785883868,0.5841672736091715,0.5913448123313186,0.23599531619738734,0.6639179612486702,0.7630141973061522,0.18232428670842032,0.29432001685038267,1.707801825224738,0.014251954068618723
generalizable_sin_oferta_id,canal,digital,57838,0.46019917701165325,0.577120244418982,0.59134295283272,0.23652134055267432,0.6651879616199663,0.7550626808100289,0.17650373821242063,0.2861232071622157,1.6759385907081816,0.008682209691277221
generalizable_sin_oferta_id,canal,tienda,49862,0.46404075247683607,0.5782751459370911,0.5885665205127499,0.23694835981947998,0.6660290763310048,0.7564833547912452,0.1777595297778546,0.2878740157480315,1.6727370669315464,0.009387042333946521
generalizable_sin_oferta_id,tipo_oferta,equipo,23446,0.42855924251471467,0.4483976382525443,0.5289785622533262,0.24416813073668608,0.6813973661712339,0.47368421052631576,0.004478503184713376,0.008873114463176575,1.0716722631157225,0.01276750168316244
generalizable_sin_oferta_id,tipo_oferta,movistar_total,17598,0.766109785202864,0.7945967971927805,0.5648830049323224,0.177048506456764,0.5383358112023451,0.766109785202864,1.0,0.8675675675675676,1.04720334182951,0.016195662178841573
generalizable_sin_oferta_id,tipo_oferta,paquete_adicional,23143,0.4224603551829927,0.44899544055364743,0.5387631347996427,0.24265933713349283,0.6782939818292754,0.4473684210526316,0.0017387746752582593,0.0034640855832908813,1.0777143253516706,0.005805630057858275
generalizable_sin_oferta_id,tipo_oferta,plan_hogar,46863,0.42451400891961677,0.4426714497724661,0.5306590221659909,0.24352160416928867,0.6800804404819141,0.3939393939393939,0.002613853423142656,0.005193248776590433,1.0579499446061351,0.010209237581232062
generalizable_sin_oferta_id,tipo_oferta,plan_movil,31031,0.4282169443459766,0.4512817071508921,0.5355630132418097,0.24359416291000896,0.680182759319122,0.4727272727272727,0.0039133052378085495,0.007762352589938797,1.0450009494265038,0.009941604284626626
generalizable_sin_oferta_id,tipo_oferta,upgrade,23659,0.4253349676655818,0.4396826861886738,0.5236027296931947,0.2439538066119487,0.6809543644578554,0.31746031746031744,0.0019874788830368676,0.003950227138060439,1.044376010172263,0.014541505262677635
generalizable_sin_oferta_id,oferta_es_mt,False,148142,0.425740168216981,0.44576086225169426,0.5316852842978561,0.24357344675116258,0.6801707852207322,0.4246575342465753,0.0029491041699698747,0.0058575297600302325,1.0630470801531342,0.008717103248430997
generalizable_sin_oferta_id,oferta_es_mt,True,17598,0.766109785202864,0.7945967971927805,0.5648830049323224,0.177048506456764,0.5383358112023451,0.766109785202864,1.0,0.8675675675675676,1.04720334182951,0.016195662178841573
class_weight_balanced_diagnostico,canal,call in,33189,0.46102624363493927,0.5782573618556733,0.5907819372563137,0.23756642170508158,0.6672625171446083,0.598683326615612,0.2912227958956931,0.3918396060499472,1.6913417585165917,0.036172503122847637
class_weight_balanced_diagnostico,canal,call out,24851,0.4625970785883868,0.5834445517586666,0.5908105617515588,0.23741896370741447,0.666780876382032,0.5942052980132451,0.3121955462769659,0.4093293795620438,1.7069322723605707,0.03626153665940095
class_weight_balanced_diagnostico,canal,digital,57838,0.46019917701165325,0.5770542632696869,0.5912238278202685,0.23784992574373837,0.667943453148776,0.6005940284508363,0.2886876808055002,0.38994189439496585,1.6755629039584152,0.03619984201428055
class_weight_balanced_diagnostico,canal,tienda,49862,0.46404075247683607,0.5783541015224005,0.5882837051928811,0.238323074744221,0.6688643165829129,0.5821083248172314,0.3200363039156366,0.4130064976714353,1.6701443460838097,0.036299156921561174
class_weight_balanced_diagnostico,tipo_oferta,equipo,23446,0.42855924251471467,0.4484013121791688,0.5288377023307975,0.24559600012030308,0.6842669760542548,0.45431663730178706,0.17963773885350318,0.25747093645246416,1.0637118377629595,0.037495467859808125
class_weight_balanced_diagnostico,tipo_oferta,movistar_total,17598,0.766109785202864,0.7943764132301533,0.5644749274452825,0.1778512224971521,0.5404319518617251,0.766109785202864,1.0,0.8675675675675676,1.0390452421410366,0.026179629511259395
class_weight_balanced_diagnostico,tipo_oferta,paquete_adicional,23143,0.4224603551829927,0.44854144899144066,0.5384110746712898,0.24408733316499823,0.6811989975399309,0.45792563600782776,0.11966861000306843,0.18975024326954265,1.085894320231,0.03746968134353582
class_weight_balanced_diagnostico,tipo_oferta,plan_hogar,46863,0.42451400891961677,0.44240407523287284,0.5303560910349419,0.24495071413983785,0.6829596788402046,0.4474335188620903,0.1454709962802855,0.21955845535240118,1.0619706569846858,0.03736289449118042
class_weight_balanced_diagnostico,tipo_oferta,plan_movil,31031,0.4282169443459766,0.45122449346942534,0.5356773454985071,0.24500187950175092,0.6830418632562408,0.4529664324746292,0.17466887417218543,0.25211818379317835,1.0412392469447669,0.03741998580750936
class_weight_balanced_diagnostico,tipo_oferta,upgrade,23659,0.4253349676655818,0.43970042421941113,0.5229889004362249,0.24540168104351331,0.6838635757837676,0.4457317073170732,0.14528470634999502,0.21914112268605263,1.062262564104804,0.03745514686783251
class_weight_balanced_diagnostico,oferta_es_mt,False,148142,0.425740168216981,0.44559700707434313,0.5314257095469868,0.24500070190506892,0.6830530960044805,0.4510280373831776,0.1530363088631679,0.22853083935124896,1.060668898765767,0.03742730539325526
class_weight_balanced_diagnostico,oferta_es_mt,True,17598,0.766109785202864,0.7943764132301533,0.5644749274452825,0.1778512224971521,0.5404319518617251,0.766109785202864,1.0,0.8675675675675676,1.0390452421410366,0.026179629511259395
hist_gradient_boosting_interacciones,canal,call in,33189,0.46102624363493927,0.5761662056568526,0.5894067596778023,0.23617323987752983,0.6644164072056763,0.7664335664335664,0.17907326318541272,0.29031574486119943,1.6848064348747194,0.00850410741191987
hist_gradient_boosting_interacciones,canal,call out,24851,0.4625970785883868,0.5830365448942425,0.5905938275667384,0.23580437846942115,0.6635216238779942,0.7739391663537364,0.17927974947807934,0.2911222543964969,1.7043236137680684,0.009693297193412715
hist_gradient_boosting_interacciones,canal,digital,57838,0.46019917701165325,0.574603619042091,0.5897544430417286,0.2364869788009706,0.6651239086072267,0.761686075118911,0.17447495961227788,0.2839151433636975,1.6778170244570139,0.004815290657582183
hist_gradient_boosting_interacciones,canal,tienda,49862,0.46404075247683607,0.5765431774894033,0.5852580586776032,0.23697580226108714,0.6660785316342542,0.7664261298898595,0.17443167084449823,0.28418532601042107,1.6679837453773623,0.007801701497725272
hist_gradient_boosting_interacciones,tipo_oferta,equipo,23446,0.42855924251471467,0.44228442104372717,0.5267993895015227,0.24421143325842434,0.6814888436447786,1.0,9.952229299363058e-05,0.0001990247785849338,1.0189344451536675,0.009498816763815542
hist_gradient_boosting_interacciones,tipo_oferta,movistar_total,17598,0.766109785202864,0.7930150460913722,0.5617821115985335,0.17677300189092132,0.5377709276790481,0.7662610871048442,0.9996291351431539,0.8675249436755713,1.0345953695836874,0.009758839874147097
hist_gradient_boosting_interacciones,tipo_oferta,paquete_adicional,23143,0.4224603551829927,0.4477694116176353,0.5399871266608837,0.2427087685983428,0.6784098729800861,0.0,0.0,0.0,1.0807818234314193,0.010693770439512413
hist_gradient_boosting_interacciones,tipo_oferta,plan_hogar,46863,0.42451400891961677,0.44070764239099414,0.5265009569443252,0.24354403701717203,0.6801278234766065,0.375,0.00015079923595053785,0.00030147723846849563,1.0358360265241067,0.006341008960832834
hist_gradient_boosting_interacciones,tipo_oferta,plan_movil,31031,0.4282169443459766,0.4450501796770226,0.5322369777866964,0.24360532865597678,0.680207279498941,0.0,0.0,0.0,1.0307064799959036,0.007985547953054433
hist_gradient_boosting_interacciones,tipo_oferta,upgrade,23659,0.4253349676655818,0.4369690318992897,0.5222865256036133,0.243720649921279,0.6804714568928449,0.0,0.0,0.0,1.0235083639176317,0.012293784421122961
hist_gradient_boosting_interacciones,oferta_es_mt,False,148142,0.425740168216981,0.44224370638204225,0.5292521609541257,0.24356022135920502,0.6801463703663868,0.3076923076923077,6.342159505311559e-05,0.00012681705055244677,1.0379969028728666,0.00422153244287346
hist_gradient_boosting_interacciones,oferta_es_mt,True,17598,0.766109785202864,0.7930150460913722,0.5617821115985335,0.17677300189092132,0.5377709276790481,0.7662610871048442,0.9996291351431539,0.8675249436755713,1.0345953695836874,0.009758839874147097
